male,69,sixties,basketball_coach,court,squash,squash_court,>50K<=100K
male,59,fifties,sculptor,studio,jump_rope,street,<=50K
female,46,forties,violinist,theatre,scuba_diving,sea,<=50K
male,53,fifties,composer,school,hunting,forest,>50K<=100K
male,29,twenties,sculptor,studio,wrestling,wrestling_ring,<=50K
male,39,thirties,taster,restaurant,dominoes,bar,>50K<=100K
male,39,thirties,taster,restaurant,hunting,forest,>50K<=100K
male,63,sixties,optometrist,surgery,boxing,boxing_ring,>100K
male,59,fifties,surgeon,surgery,squash,squash_court,>100K
male,31,thirties,window_cleaner,heights,soccer,ballpark,<=50K
female,62,sixties,music_teacher,school,gymnastics,gym,>50K<=100K
male,22,twenties,taster,restaurant,bowling,amusement_park,>50K<=100K
male,41,forties,software_engineer,office,swimming,river,>50K<=100K
male,41,forties,software_engineer,office,rock_climbing,wall_rock,>50K<=100K
male,64,sixties,demonstrator,university,basketball,basketball_court,<=50K
female,24,twenties,journalist,office,chess,cafeteria,<=50K
male,64,sixties,surgeon,surgery,bowling,amusement_park,>100K
male,55,fifties,opera_star,theatre,dancing,ballroom,>50K<=100K
female,33,thirties,tap_dancer,theatre,gymnastics,gym,<=50K
male,43,forties,visiting_professor,office,jump_rope,street,>50K<=100K
male,58,fifties,mime,street,swimming,sea,<=50K
female,21,twenties,school_principal,school,dominoes,bar,>50K<=100K
male,64,sixties,civil_engineer,architecture,golf,golf_course,>50K<=100K
male,64,sixties,surgeon,hospital,marbles,street,>100K
male,23,twenties,lecturer,university,jump_rope,park,<=50K
male,59,fifties,surgeon,hospital,rock_climbing,wall_rock,>100K
female,36,thirties,veterinarian,hospital,golf,golf_course,>50K<=100K
male,60,sixties,pilot,sky,running,cinder_track,>100K
male,30,thirties,school_principal,school,surfing,sea,>50K<=100K
female,23,twenties,movie_actor,location,surfing,sea,>50K<=100K
male,42,forties,pilot,airport,judo,gym,>100K
male,53,fifties,pianist,concert_hall,roller_skating,skating_rink,<=50K
male,25,twenties,window_cleaner,heights,roller_skating,skating_rink,<=50K
male,31,thirties,miner,mine,chess,cafeteria,>50K<=100K
female,33,thirties,pianist,concert_hall,snorkeling,cave,<=50K
female,26,twenties,nutritionist,hospital,tennis,tennis_court,<=50K
female,37,thirties,veterinarian,hospital,table_tennis,gym,>50K<=100K
male,57,fifties,post_doc,university,basketball,basketball_court,<=50K
male,37,thirties,physicist,science_lab,water-skiing,sea,>50K<=100K
male,31,thirties,public_defender,office,fishing,lake,>50K<=100K
male,49,forties,sculptor,studio,roller_skating,skating_rink,<=50K
male,75,seventies,street_cleaner,street,water-skiing,lake,<=50K
male,67,sixties,school_principal,school,roller_skating,skating_rink,>50K<=100K
female,32,thirties,basketball_coach,court,baseball,ballpark,<=50K
female,40,forties,esthetician,beauty_salon,soccer,ballpark,<=50K
male,46,forties,software_engineer,office,wrestling,wrestling_ring,>50K<=100K
male,67,sixties,pharmacist,pharmacy,swimming,lake,>100K
female,54,fifties,taster,restaurant,fishing,sea,>50K<=100K
male,28,twenties,street_cleaner,street,volleyball,volleyball_court,<=50K
female,35,thirties,tamer,circus,bingo,casino,<=50K
male,67,sixties,copilot,airport,american_football,ballpark,>100K
female,64,sixties,tap_dancer,theatre,snorkeling,cave,<=50K
female,57,fifties,sculptor,studio,table_tennis,gym,<=50K
male,54,fifties,violinist,concert_hall,chess,cafeteria,<=50K
male,33,thirties,surgeon,surgery,american_football,football_field,>100K
male,74,seventies,taster,restaurant,dancing,ballroom,>50K<=100K
male,24,twenties,window_cleaner,heights,table_tennis,park,<=50K
male,26,twenties,pediatrician,surgery,darts,pub,>100K
female,39,thirties,visiting_professor,office,baseball,ballpark,>50K<=100K
female,22,twenties,taster,restaurant,ice_hockey,skating_rink,>50K<=100K
male,70,seventies,magician,theatre,hunting,jungle,<=50K
male,40,forties,pilot,airport,volleyball,volleyball_court,>100K
male,30,thirties,opera_star,concert_hall,billiards,bar,>50K<=100K
female,48,forties,pediatrician,surgery,hunting,forest,>100K
male,56,fifties,miner,mine,squash,squash_court,>50K<=100K
female,24,twenties,music_teacher,school,judo,gym,<=50K
female,71,seventies,pharmacist,pharmacy,bicycling,street,>100K
female,56,fifties,post_doc,university,hunting,forest,<=50K
male,67,sixties,software_engineer,office,billiards,pub,>100K
female,61,sixties,math_teacher,school,rock_climbing,wall_rock,<=50K
male,27,twenties,divorce_lawyer,office,tennis,tennis_court,>50K<=100K
male,73,seventies,software_engineer,office,baseball,ballpark,>100K
female,48,forties,street_cleaner,street,jump_rope,park,<=50K
male,47,forties,software_engineer,office,chess,cafeteria,>50K<=100K
female,60,sixties,school_principal,school,rugby,ballpark,>50K<=100K
female,48,forties,magician,theatre,fishing,sea,<=50K
male,73,seventies,street_cleaner,street,gymnastics,gym,<=50K
female,48,forties,veterinarian,farm,soccer,ballpark,>50K<=100K
male,47,forties,school_principal,school,ice_skating,skating_rink,>50K<=100K
male,34,thirties,physicist,science_lab,ice_skating,skating_rink,>50K<=100K
female,60,sixties,street_cleaner,street,jump_rope,park,<=50K
female,36,thirties,tap_dancer,theatre,water-skiing,sea,<=50K
female,56,fifties,street_cleaner,street,darts,pub,<=50K
male,43,forties,violinist,theatre,running,cinder_track,<=50K
male,30,thirties,visiting_professor,university,auto_racing,racing_circuit,>50K<=100K
male,74,seventies,basketball_coach,gym,rugby,ballpark,>50K<=100K
female,57,fifties,pediatrician,hospital,american_football,football_field,>100K
male,27,twenties,optometrist,surgery,dominoes,pub,>50K<=100K
male,37,thirties,music_teacher,school,water-skiing,lake,<=50K
female,51,fifties,choreographer,theatre,ice_skating,skating_rink,<=50K
female,52,fifties,tamer,circus,basketball,basketball_court,<=50K
female,40,forties,criminologist,office,billiards,pub,>50K<=100K
female,56,fifties,pharmacist,pharmacy,roller_skating,skating_rink,>100K
male,54,fifties,surgeon,surgery,roller_skating,skating_rink,>100K
male,54,fifties,chemist,school,bowling,amusement_park,>50K<=100K
female,61,sixties,nutritionist,hospital,squash,squash_court,<=50K
female,29,twenties,veterinarian,farm,golf,golf_course,>50K<=100K
male,70,seventies,optometrist,surgery,surfing,sea,>100K
male,71,seventies,public_defender,courtroom,boxing,boxing_ring,>50K<=100K
male,68,sixties,tamer,circus,gymnastics,gym,<=50K
male,46,forties,violinist,theatre,golf,golf_course,<=50K
female,43,forties,sculptor,studio,hunting,jungle,<=50K
female,47,forties,violinist,theatre,hunting,jungle,<=50K
male,54,fifties,visiting_professor,university,marbles,street,>50K<=100K
male,71,seventies,pharmacist,pharmacy,surfing,sea,>100K
male,72,seventies,demonstrator,university,american_football,ballpark,<=50K
female,65,sixties,decorator,house,swimming,sea,>50K<=100K
female,63,sixties,choreographer,theatre,baseball,ballpark,<=50K
female,23,twenties,nurse,surgery,judo,gym,>50K<=100K
male,52,fifties,public_defender,courtroom,squash,squash_court,>50K<=100K
female,37,thirties,post_doc,university,hurling,ballpark,<=50K
male,38,thirties,math_teacher,school,chess,coffee_shop,<=50K
female,39,thirties,sculptor,studio,horse_racing,hippodrome,<=50K
male,63,sixties,taster,restaurant,bingo,casino,>50K<=100K
female,70,seventies,veterinarian,farm,surfing,sea,>50K<=100K
male,63,sixties,dentist,hospital,rock_climbing,wall_rock,>100K
female,21,twenties,violinist,theatre,billiards,bar,>50K<=100K
female,68,sixties,violinist,theatre,hunting,forest,<=50K
male,58,fifties,veterinarian,hospital,soccer,ballpark,>50K<=100K
female,70,seventies,clinical_psychologist,hospital,rugby,ballpark,>50K<=100K
female,23,twenties,pediatrician,hospital,fishing,river,>100K
female,23,twenties,sculptor,studio,ice_hockey,skating_rink,<=50K
male,21,twenties,tamer,circus,roller_skating,skating_rink,<=50K
female,32,thirties,divorce_lawyer,office,fishing,sea,>50K<=100K
female,75,seventies,visiting_professor,office,rugby,ballpark,>50K<=100K
female,35,thirties,optometrist,surgery,water-skiing,sea,>50K<=100K
male,27,twenties,civil_engineer,office,basketball,basketball_court,>50K<=100K
male,27,twenties,violinist,concert_hall,basketball,basketball_court,>50K<=100K
male,33,thirties,mime,street,darts,pub,<=50K
male,69,sixties,miner,mine,fishing,lake,>50K<=100K
male,65,sixties,graphic_designer,office,running,cinder_track,<=50K
male,59,fifties,window_cleaner,heights,fishing,lake,<=50K
female,23,twenties,visiting_professor,office,auto_racing,racing_circuit,>50K<=100K
female,62,sixties,pharmacist,pharmacy,jump_rope,street,>100K
female,66,sixties,opera_star,concert_hall,tennis,tennis_court,>50K<=100K
male,74,seventies,software_engineer,office,hunting,forest,>100K
female,68,sixties,violinist,theatre,boxing,boxing_ring,<=50K
male,30,thirties,surgeon,hospital,ice_hockey,skating_rink,>100K
female,65,sixties,tamer,circus,basketball,basketball_court,<=50K
male,73,seventies,composer,school,gymnastics,gym,>50K<=100K
male,66,sixties,math_teacher,school,horse_racing,hippodrome,<=50K
female,61,sixties,tap_dancer,theatre,boat_racing,sea,<=50K
female,43,forties,sculptor,studio,fishing,sea,<=50K
male,66,sixties,visiting_professor,university,snorkeling,sea,>50K<=100K
female,69,sixties,taster,restaurant,squash,squash_court,>50K<=100K
female,41,forties,magician,theatre,fishing,sea,<=50K
female,36,thirties,graphic_designer,office,american_football,football_field,<=50K
female,59,fifties,graphic_designer,office,boat_racing,sea,<=50K
male,75,seventies,miner,mine,gymnastics,gym,>50K<=100K
female,67,sixties,tap_dancer,theatre,golf,golf_course,<=50K
female,61,sixties,music_teacher,school,dancing,ballroom,>50K<=100K
female,23,twenties,demonstrator,university,boat_racing,sea,<=50K
male,32,thirties,pilot,sky,boat_racing,sea,>50K<=100K
female,32,thirties,nurse,surgery,roller_skating,skating_rink,>50K<=100K
male,63,sixties,general_practitioner,surgery,hunting,jungle,>100K
male,41,forties,post_doc,university,table_tennis,gym,<=50K
female,62,sixties,tap_dancer,theatre,wrestling,wrestling_ring,<=50K
male,48,forties,public_defender,office,golf,golf_course,>50K<=100K
